Company,Job Title,Job Link,Location,Posting Date,Days Since Posted,Function,Seniority,Skills_in_Title,Company_Group,Product_Focus,Product_Focus_Tokens,Primary_Skill,Extracted_Skills,Relevancy_to_Actian,AI_Focus,Connector_Focus,Trend_Score,Job Description
Fivetran,Moving the world’s financial services data,https://www.fivetran.com/industries?tab=finance,,,,Other,Unknown,"THE,WORLD,DATA",Etl/Connectors,Other,[],THE,"[""THE"", ""WORLD"", ""DATA""]",0.3,False,False,0.0,
Fivetran,Moving the world’s healthcare data,https://www.fivetran.com/industries?tab=healthcare,,,,Other,Unknown,"THE,WORLD,DATA",Etl/Connectors,Other,[],THE,"[""THE"", ""WORLD"", ""DATA""]",0.3,False,False,0.0,
Fivetran,Moving the world’s manufacturing data,https://www.fivetran.com/industries?tab=manufacturing,,,,Other,Unknown,"THE,WORLD,DATA",Etl/Connectors,Other,[],THE,"[""THE"", ""WORLD"", ""DATA""]",0.3,False,False,0.0,
Fivetran,Moving the world’s retail and CPG data,https://www.fivetran.com/industries?tab=retail,,,,Other,Unknown,"THE,WORLD,AND,CPG,DATA",Etl/Connectors,ML/AI infra,"[""ML/AI infra""]",THE,"[""THE"", ""WORLD"", ""AND"", ""CPG"", ""DATA""]",8.3,False,False,0.0,
Fivetran,One platform for all your data movement needs,https://www.fivetran.com/platform-overview,,,,Other,Unknown,"ONE,FOR,ALL,YOUR,DATA,NEEDS",Etl/Connectors,ETL/Integration,"[""ETL/Integration"", ""Platform / Infra""]",ONE,"[""ONE"", ""FOR"", ""ALL"", ""YOUR"", ""DATA"", ""NEEDS""]",30.3,False,False,0.0,
Fivetran,Operations Manager,https://www.fivetran.com/careers/job?gh_jid=7512627003,United States,,,Other,Manager,,Etl/Connectors,Other,[],,[],7.8,False,False,0.0,
Fivetran,Operations Manager,https://www.fivetran.com/careers/job?gh_jid=7507189003,United States,,,Other,Manager,,Etl/Connectors,Other,[],,[],7.8,False,False,0.0,
Fivetran,Power your RAG application with automated data integration,https://www.fivetran.com/use-case/operations/embedded,,,,Other,Unknown,"POWER,YOUR,RAG,WITH,DATA",Etl/Connectors,ETL/Integration,"[""ETL/Integration""]",POWER,"[""POWER"", ""YOUR"", ""RAG"", ""WITH"", ""DATA""]",38.3,True,False,2.0,
Fivetran,Principal Sales Engineering Specialist,https://www.fivetran.com/careers/job?gh_jid=6680554003,United States,,,Sales,Principal/Staff,SALES,Etl/Connectors,Other,[],SALES,"[""SALES""]",8.7,False,False,1.0,
Fivetran,Principal Software Engineer,https://www.fivetran.com/careers/job?gh_jid=6266323003,India,,,Engineering,Principal/Staff,,Etl/Connectors,Other,[],,[],8.7,False,False,1.0,
Fivetran,Principal Software Engineer,https://www.fivetran.com/careers/job?gh_jid=6664139003,United States,,,Engineering,Principal/Staff,,Etl/Connectors,Other,[],,[],8.7,False,False,1.0,
Fivetran,Principal Software Engineer,https://www.fivetran.com/careers/job?gh_jid=6692465003,Germany,,,Engineering,Principal/Staff,,Etl/Connectors,Other,[],,[],8.7,False,False,1.0,
Fivetran,Renewals Manager,https://www.fivetran.com/careers/job?gh_jid=7512722003,United States,,,Other,Manager,,Etl/Connectors,Other,[],,[],7.8,False,False,0.0,
Fivetran,Replicate streaming data to drive decision-making instantly,https://www.fivetran.com/data-movement/streaming-replication,,,,Other,Unknown,"STREAMING,DATA,TO,DRIVE",Etl/Connectors,ETL/Integration,"[""ETL/Integration"", ""Streaming / Real-time""]",STREAMING,"[""STREAMING"", ""DATA"", ""TO"", ""DRIVE""]",50.3,False,True,0.0,
Fivetran,Sales Engineer,https://www.fivetran.com/careers/job?gh_jid=7512414003,Singapore,,,Engineering,Unknown,SALES,Etl/Connectors,Other,[],SALES,"[""SALES""]",6.3,False,False,0.0,
Fivetran,Sales Engineer,https://www.fivetran.com/careers/job?gh_jid=6657870003,India,,,Engineering,Unknown,SALES,Etl/Connectors,Other,[],SALES,"[""SALES""]",6.3,False,False,0.0,
Fivetran,Sales Engineer,https://www.fivetran.com/careers/job?gh_jid=7511759003,New Zealand,,,Engineering,Unknown,SALES,Etl/Connectors,Other,[],SALES,"[""SALES""]",0.3,False,False,0.0,
Fivetran,Sales Engineer,https://www.fivetran.com/careers/job?gh_jid=7512897003,France,,,Engineering,Unknown,SALES,Etl/Connectors,Other,[],SALES,"[""SALES""]",0.3,False,False,0.0,
Fivetran,Sales Engineer,https://www.fivetran.com/careers/job?gh_jid=7512294003,Ireland,,,Engineering,Unknown,SALES,Etl/Connectors,Other,[],SALES,"[""SALES""]",0.3,False,False,0.0,
Fivetran,Sales Engineer,https://www.fivetran.com/careers/job?gh_jid=7512900003,United Kingdom,,,Engineering,Unknown,SALES,Etl/Connectors,Other,[],SALES,"[""SALES""]",0.3,False,False,0.0,
Fivetran,Sales Manager,https://www.fivetran.com/careers/job?gh_jid=7489921003,United States,,,Sales,Manager,SALES,Etl/Connectors,Other,[],SALES,"[""SALES""]",7.8,False,False,0.0,
Fivetran,Schließen Sie sich dem Data Movement an,https://www.fivetran.com/de/careers,Standard,,,Other,Unknown,"SIE,SICH,DEM,DATA,AN",Etl/Connectors,ETL/Integration,"[""ETL/Integration""]",SIE,"[""SIE"", ""SICH"", ""DEM"", ""DATA"", ""AN""]",30.3,False,False,0.0,
Fivetran,Senior Account Based Marketing Manager,https://www.fivetran.com/careers/job?gh_jid=7476777003,United States,,,Marketing,Senior,BASED,Etl/Connectors,Other,[],BASED,"[""BASED""]",8.1,False,False,1.0,
Fivetran,Senior Account Based Marketing Manager,https://www.fivetran.com/careers/job?gh_jid=7482079003,United States,,,Marketing,Senior,BASED,Etl/Connectors,Other,[],BASED,"[""BASED""]",8.1,False,False,1.0,
Fivetran,Senior Account Executive,https://www.fivetran.com/careers/job?gh_jid=7494261003,United States,,,Sales,Senior,,Etl/Connectors,Other,[],,[],8.1,False,False,1.0,
Fivetran,"Senior Account Executive, Enterprise",https://www.fivetran.com/careers/job?gh_jid=7503824003,Ireland,,,Sales,Senior,,Etl/Connectors,Other,[],,[],2.1,False,False,1.0,
Fivetran,"Senior Account Executive, Enterprise",https://www.fivetran.com/careers/job?gh_jid=7498961003,United Kingdom,,,Sales,Senior,,Etl/Connectors,Other,[],,[],2.1,False,False,1.0,
Fivetran,Senior Data Analyst,https://www.fivetran.com/careers/job?gh_jid=6690047003,United States,,,Other,Senior,DATA,Etl/Connectors,Other,[],DATA,"[""DATA""]",8.1,False,False,1.0,
Fivetran,Senior Financial Analyst,https://www.fivetran.com/careers/job?gh_jid=6936060003,United States,,,Other,Senior,,Etl/Connectors,Other,[],,[],8.1,False,False,1.0,
Fivetran,Senior Financial Analyst,https://www.fivetran.com/careers/job?gh_jid=6689996003,United States,,,Other,Senior,,Etl/Connectors,Other,[],,[],8.1,False,False,1.0,
Fivetran,Senior Manager,https://www.fivetran.com/careers/job?gh_jid=6672076003,United States,,,Other,Senior,,Etl/Connectors,Other,[],,[],8.1,False,False,1.0,
Fivetran,Senior Manager,https://www.fivetran.com/careers/job?gh_jid=6672069003,United States,,,Other,Senior,,Etl/Connectors,Other,[],,[],8.1,False,False,1.0,
Fivetran,Senior Manager,https://www.fivetran.com/careers/job?gh_jid=6672078003,Canada,,,Other,Senior,,Etl/Connectors,Other,[],,[],8.1,False,False,1.0,
Fivetran,Senior Manager,https://www.fivetran.com/careers/job?gh_jid=7524547003,United States,,,Other,Senior,,Etl/Connectors,Other,[],,[],8.1,False,False,1.0,
Fivetran,Senior Manager,https://www.fivetran.com/careers/job?gh_jid=7524543003,United States,,,Other,Senior,,Etl/Connectors,Other,[],,[],8.1,False,False,1.0,
Fivetran,Senior Manager,https://www.fivetran.com/careers/job?gh_jid=7512393003,United States,,,Other,Senior,,Etl/Connectors,Other,[],,[],8.1,False,False,1.0,
Fivetran,Senior Manager,https://www.fivetran.com/careers/job?gh_jid=7511763003,United States,,,Other,Senior,,Etl/Connectors,Other,[],,[],8.1,False,False,1.0,
Fivetran,Senior Manager,https://www.fivetran.com/careers/job?gh_jid=6648548003,United States,,,Other,Senior,,Etl/Connectors,Other,[],,[],8.1,False,False,1.0,
Fivetran,Senior Manager,https://www.fivetran.com/careers/job?gh_jid=6645141003,United States,,,Other,Senior,,Etl/Connectors,Other,[],,[],8.1,False,False,1.0,
Fivetran,Senior Manager,https://www.fivetran.com/careers/job?gh_jid=6666499003,United States,,,Other,Senior,,Etl/Connectors,Other,[],,[],8.1,False,False,1.0,
Fivetran,Senior Manager,https://www.fivetran.com/careers/job?gh_jid=6648720003,United States,,,Other,Senior,,Etl/Connectors,Other,[],,[],8.1,False,False,1.0,
Fivetran,Senior Manager,https://www.fivetran.com/careers/job?gh_jid=6060278003,India,,,Other,Senior,,Etl/Connectors,Other,[],,[],8.1,False,False,1.0,
Fivetran,Senior Manager,https://www.fivetran.com/careers/job?gh_jid=6626331003,United States,,,Other,Senior,,Etl/Connectors,Other,[],,[],8.1,False,False,1.0,
Fivetran,Senior Manager,https://www.fivetran.com/careers/job?gh_jid=6609923003,United States,,,Other,Senior,,Etl/Connectors,Other,[],,[],8.1,False,False,1.0,
Fivetran,Senior Manager,https://www.fivetran.com/careers/job?gh_jid=6614070003,Canada,,,Other,Senior,,Etl/Connectors,Other,[],,[],8.1,False,False,1.0,
Fivetran,Senior Marketing Data Analyst,https://www.fivetran.com/careers/job?gh_jid=7492882003,United States,,,Marketing,Senior,DATA,Etl/Connectors,Other,[],DATA,"[""DATA""]",8.1,False,False,1.0,
Fivetran,Senior Marketing Program and Manager,https://www.fivetran.com/careers/job?gh_jid=7507187003,United States,,,Marketing,Senior,AND,Etl/Connectors,Other,[],AND,"[""AND""]",8.1,False,False,1.0,
Fivetran,Senior Marketing Program and Manager,https://www.fivetran.com/careers/job?gh_jid=7504680003,United States,,,Marketing,Senior,AND,Etl/Connectors,Other,[],AND,"[""AND""]",8.1,False,False,1.0,
Fivetran,Senior Program Manager,https://www.fivetran.com/careers/job?gh_jid=7484292003,India,,,Other,Senior,,Etl/Connectors,Other,[],,[],8.1,False,False,1.0,
Fivetran,Senior Program Manager,https://www.fivetran.com/careers/job?gh_jid=7494054003,Canada,,,Other,Senior,,Etl/Connectors,Other,[],,[],8.1,False,False,1.0,
Fivetran,Senior Regional Marketing Manager,https://www.fivetran.com/careers/job?gh_jid=7518188003,United States,,,Marketing,Senior,,Etl/Connectors,Other,[],,[],8.1,False,False,1.0,
Fivetran,Senior Regional Marketing Manager,https://www.fivetran.com/careers/job?gh_jid=7524489003,United States,,,Marketing,Senior,,Etl/Connectors,Other,[],,[],8.1,False,False,1.0,
Fivetran,Senior Sales Engineer,https://www.fivetran.com/careers/job?gh_jid=7493999003,United States,,,Engineering,Senior,SALES,Etl/Connectors,Other,[],SALES,"[""SALES""]",8.1,False,False,1.0,
Fivetran,Senior Sales Engineer,https://www.fivetran.com/careers/job?gh_jid=7513591003,United States,,,Engineering,Senior,SALES,Etl/Connectors,Other,[],SALES,"[""SALES""]",8.1,False,False,1.0,
Fivetran,Senior Sales Engineer,https://www.fivetran.com/careers/job?gh_jid=7493989003,United States,,,Engineering,Senior,SALES,Etl/Connectors,Other,[],SALES,"[""SALES""]",8.1,False,False,1.0,
Fivetran,Senior Sales Engineer,https://www.fivetran.com/careers/job?gh_jid=7494019003,United States,,,Engineering,Senior,SALES,Etl/Connectors,Other,[],SALES,"[""SALES""]",8.1,False,False,1.0,
Fivetran,Senior Site Reliability Engineer,https://www.fivetran.com/careers/job?gh_jid=6614646003,Ireland,,,Engineering,Senior,SITE,Etl/Connectors,Platform / Infra,"[""Platform / Infra""]",SITE,"[""SITE""]",2.1,False,False,1.0,
Fivetran,Senior Software Development Engineer in Test,https://www.fivetran.com/careers/job?gh_jid=6645552003,India,,,Engineering,Senior,"IN,TEST",Etl/Connectors,Other,[],IN,"[""IN"", ""TEST""]",8.1,False,False,1.0,
Fivetran,Senior Software Development Engineer in Test,https://www.fivetran.com/careers/job?gh_jid=7486033003,Serbia,,,Engineering,Senior,"IN,TEST",Etl/Connectors,Other,[],IN,"[""IN"", ""TEST""]",2.1,False,False,1.0,
Fivetran,Senior Software Development Engineer in Test,https://www.fivetran.com/careers/job?gh_jid=7410837003,India,,,Engineering,Senior,"IN,TEST",Etl/Connectors,Other,[],IN,"[""IN"", ""TEST""]",8.1,False,False,1.0,
Fivetran,Senior Software Engineer,https://www.fivetran.com/careers/job?gh_jid=6570492003,United States,,,Engineering,Senior,,Etl/Connectors,Other,[],,[],8.1,False,False,1.0,
Fivetran,Senior Software Engineer,https://www.fivetran.com/careers/job?gh_jid=6483952003,India,,,Engineering,Senior,,Etl/Connectors,Other,[],,[],8.1,False,False,1.0,
Fivetran,Senior Software Engineer,https://www.fivetran.com/careers/job?gh_jid=6606298003,India,,,Engineering,Senior,,Etl/Connectors,Other,[],,[],8.1,False,False,1.0,
Fivetran,Senior Software Engineer,https://www.fivetran.com/careers/job?gh_jid=7518076003,Ireland,,,Engineering,Senior,,Etl/Connectors,Other,[],,[],2.1,False,False,1.0,
Fivetran,Senior Software Engineer,https://www.fivetran.com/careers/job?gh_jid=6655969003,Canada,,,Engineering,Senior,,Etl/Connectors,Other,[],,[],8.1,False,False,1.0,
Fivetran,Senior Software Engineer,https://www.fivetran.com/careers/job?gh_jid=7503642003,India,,,Engineering,Senior,,Etl/Connectors,Other,[],,[],8.1,False,False,1.0,
Fivetran,Senior Software Engineer,https://www.fivetran.com/careers/job?gh_jid=7482538003,Serbia,,,Engineering,Senior,,Etl/Connectors,Other,[],,[],2.1,False,False,1.0,
Fivetran,Senior Software Engineer,https://www.fivetran.com/careers/job?gh_jid=6561660003,Serbia,,,Engineering,Senior,,Etl/Connectors,Other,[],,[],2.1,False,False,1.0,
Fivetran,Senior Staff GTM Engineer,https://www.fivetran.com/careers/job?gh_jid=6660393003,United States,,,Engineering,Senior,"STAFF,GTM",Etl/Connectors,Other,[],STAFF,"[""STAFF"", ""GTM""]",8.1,False,False,1.0,
Fivetran,Senior Staff GTM Engineer,https://www.fivetran.com/careers/job?gh_jid=6650807003,United States,,,Engineering,Senior,"STAFF,GTM",Etl/Connectors,Other,[],STAFF,"[""STAFF"", ""GTM""]",8.1,False,False,1.0,
Fivetran,Senior Staff SDET Engineer,https://www.fivetran.com/careers/job?gh_jid=7451701003,India,,,Engineering,Senior,"STAFF,SDET",Etl/Connectors,Other,[],STAFF,"[""STAFF"", ""SDET""]",8.1,False,False,1.0,
Fivetran,Senior Staff Site Reliability Engineer,https://www.fivetran.com/careers/job?gh_jid=7486167003,United States,,,Engineering,Senior,"STAFF,SITE",Etl/Connectors,Platform / Infra,"[""Platform / Infra""]",STAFF,"[""STAFF"", ""SITE""]",8.1,False,False,1.0,
Fivetran,Senior Staff Software Engineer,https://www.fivetran.com/careers/job?gh_jid=7483663003,United States,,,Engineering,Senior,STAFF,Etl/Connectors,Other,[],STAFF,"[""STAFF""]",8.1,False,False,1.0,
Fivetran,Senior Staff Software Engineer,https://www.fivetran.com/careers/job?gh_jid=7393532003,United States,,,Engineering,Senior,STAFF,Etl/Connectors,Other,[],STAFF,"[""STAFF""]",8.1,False,False,1.0,
Fivetran,Senior Staff Software Engineer,https://www.fivetran.com/careers/job?gh_jid=6692463003,Germany,,,Engineering,Senior,STAFF,Etl/Connectors,Other,[],STAFF,"[""STAFF""]",8.1,False,False,1.0,
Fivetran,Senior Staff Systems Engineer,https://www.fivetran.com/careers/job?gh_jid=7353012003,United States,,,Engineering,Senior,STAFF,Etl/Connectors,Other,[],STAFF,"[""STAFF""]",8.1,False,False,1.0,
Fivetran,Senior Staff Systems Engineer,https://www.fivetran.com/careers/job?gh_jid=7155856003,United States,,,Engineering,Senior,STAFF,Etl/Connectors,Other,[],STAFF,"[""STAFF""]",8.1,False,False,1.0,
Fivetran,Senior Talent Acquisition Operations Specialist,https://www.fivetran.com/careers/job?gh_jid=7527625003,United States,,,People/HR,Senior,,Etl/Connectors,Other,[],,[],8.1,False,False,1.0,
Fivetran,Simplify the way you load data into Google Cloud with Fivetran,https://www.fivetran.com/partners/technology/google-cloud,,2022-04-06,1323,Other,Unknown,"THE,WAY,YOU,LOAD,DATA,INTO,CLOUD,WITH,GCP",Etl/Connectors,Platform / Infra,"[""Platform / Infra""]",THE,"[""THE"", ""WAY"", ""YOU"", ""LOAD"", ""DATA"", ""INTO"", ""CLOUD"", ""WITH"", ""GCP""]",20.3,False,False,0.0,
Fivetran,Software Engineer II,https://www.fivetran.com/careers/job?gh_jid=7492878003,United States,,,Engineering,Mid,II,Etl/Connectors,Other,[],II,"[""II""]",7.2,False,False,0.0,
Fivetran,Software Engineer II - DB2 Connectors,https://www.fivetran.com/careers/job?gh_jid=7502958003,Serbia,,,Engineering,Director+,II,Etl/Connectors,ETL/Integration,"[""ETL/Integration""]",II,"[""II""]",33.0,False,True,1.0,
Fivetran,Staff Program Manager,https://www.fivetran.com/careers/job?gh_jid=7505848003,United States,,,Other,Manager,STAFF,Etl/Connectors,Other,[],STAFF,"[""STAFF""]",7.8,False,False,0.0,
Fivetran,Staff Program Manager,https://www.fivetran.com/careers/job?gh_jid=7503096003,United States,,,Other,Manager,STAFF,Etl/Connectors,Other,[],STAFF,"[""STAFF""]",7.8,False,False,0.0,
Fivetran,Staff Site Reliability Engineer,https://www.fivetran.com/careers/job?gh_jid=6565180003,United States,,,Engineering,Unknown,"STAFF,SITE",Etl/Connectors,Platform / Infra,"[""Platform / Infra""]",STAFF,"[""STAFF"", ""SITE""]",6.3,False,False,0.0,
Fivetran,Staff Site Reliability Engineer,https://www.fivetran.com/careers/job?gh_jid=6302903003,United States,,,Engineering,Unknown,"STAFF,SITE",Etl/Connectors,Platform / Infra,"[""Platform / Infra""]",STAFF,"[""STAFF"", ""SITE""]",6.3,False,False,0.0,
Fivetran,Staff Site Reliability Engineer,https://www.fivetran.com/careers/job?gh_jid=6247446003,United States,,,Engineering,Unknown,"STAFF,SITE",Etl/Connectors,Platform / Infra,"[""Platform / Infra""]",STAFF,"[""STAFF"", ""SITE""]",6.3,False,False,0.0,
Fivetran,Staff Software Engineer,https://www.fivetran.com/careers/job?gh_jid=6598497003,United States,,,Engineering,Unknown,STAFF,Etl/Connectors,Other,[],STAFF,"[""STAFF""]",6.3,False,False,0.0,
Fivetran,Staff Software Engineer,https://www.fivetran.com/careers/job?gh_jid=6677618003,India,,,Engineering,Unknown,STAFF,Etl/Connectors,Other,[],STAFF,"[""STAFF""]",6.3,False,False,0.0,
Fivetran,Staff Software Engineer,https://www.fivetran.com/careers/job?gh_jid=7209402003,Germany,,,Engineering,Unknown,STAFF,Etl/Connectors,Other,[],STAFF,"[""STAFF""]",6.3,False,False,0.0,
Fivetran,Staff Systems Engineer,https://www.fivetran.com/careers/job?gh_jid=7160110003,United States,,,Engineering,Unknown,STAFF,Etl/Connectors,Other,[],STAFF,"[""STAFF""]",6.3,False,False,0.0,
Fivetran,Staff Systems Engineer,https://www.fivetran.com/careers/job?gh_jid=7331440003,United States,,,Engineering,Unknown,STAFF,Etl/Connectors,Other,[],STAFF,"[""STAFF""]",6.3,False,False,0.0,
Fivetran,Streamline your ELT workflow with automated data transformations,https://www.fivetran.com/data-movement/transformations,,,,Other,Unknown,"YOUR,ELT,WITH,DATA",Etl/Connectors,Streaming / Real-time,"[""Streaming / Real-time"", ""ML/AI infra""]",YOUR,"[""YOUR"", ""ELT"", ""WITH"", ""DATA""]",30.3,False,False,0.0,
Fivetran,The data movement platform to power your AI initiatives,https://www.fivetran.com/use-case/operations/data-readiness-ai,,,,Other,Unknown,"THE,DATA,TO,POWER,YOUR,AI",Etl/Connectors,ETL/Integration,"[""ETL/Integration"", ""ML/AI infra"", ""Platform / Infra""]",THE,"[""THE"", ""DATA"", ""TO"", ""POWER"", ""YOUR"", ""AI""]",38.3,True,False,2.0,
Fivetran,The most reliable data pipelines. Now free for YC Startups,https://www.fivetran.com/pricing/startups,,,,Other,Unknown,"THE,MOST,DATA,NOW,FREE,FOR,YC",Etl/Connectors,ETL/Integration,"[""ETL/Integration""]",THE,"[""THE"", ""MOST"", ""DATA"", ""NOW"", ""FREE"", ""FOR"", ""YC""]",30.3,False,False,0.0,
Fivetran,Trusted by data-driven companies across the globe,https://www.fivetran.com/case-studies,,,,Other,Unknown,"BY,THE,GLOBE",Etl/Connectors,Other,[],BY,"[""BY"", ""THE"", ""GLOBE""]",0.3,False,False,0.0,
Fivetran,Unlock the power of data with the Fivetran partner ecosystem,https://www.fivetran.com/partners,,,,Other,Unknown,"THE,POWER,OF,DATA,WITH",Etl/Connectors,Other,[],THE,"[""THE"", ""POWER"", ""OF"", ""DATA"", ""WITH""]",0.3,False,False,0.0,
Fivetran,US Payroll Analyst,https://www.fivetran.com/careers/job?gh_jid=7391037003,India,,,Other,Unknown,US,Etl/Connectors,Other,[],US,"[""US""]",6.3,False,False,0.0,
Fivetran,Visual Designer,https://www.fivetran.com/careers/job?gh_jid=7490915003,United States,,,Other,Unknown,,Etl/Connectors,Other,[],,[],6.3,False,False,0.0,
Fivetran,Visual Designer,https://www.fivetran.com/careers/job?gh_jid=7486215003,United States,,,Other,Unknown,,Etl/Connectors,Other,[],,[],6.3,False,False,0.0,
Fivetran,Workplace Operations Associate,https://www.fivetran.com/careers/job?gh_jid=7508183003,United States,,,Other,Mid,,Etl/Connectors,Other,[],,[],7.2,False,False,0.0,
GoldenSource,Data Analytics,https://www.thegoldensource.com/data-analytics/,,2025-11-13,6,Other,Unknown,DATA,Other,Other,[],DATA,"[""DATA""]",0.3,False,False,0.0,
GoldenSource,Market Data,https://www.thegoldensource.com/market-data/,,2025-11-14,5,Other,Unknown,DATA,Other,Other,[],DATA,"[""DATA""]",0.3,False,False,0.0,
GoldenSource,Reference Data,https://www.thegoldensource.com/reference-data/,,2025-11-14,5,Other,Unknown,DATA,Other,Other,[],DATA,"[""DATA""]",0.3,False,False,0.0,
GoldenSource,Reference Data Mastering,https://www.thegoldensource.com/reference-data-mastering/,,2025-11-14,5,Other,Unknown,DATA,Other,Other,[],DATA,"[""DATA""]",0.3,False,False,0.0,
InfluxData,Data Warehouse,https://www.influxdata.com/glossary/data-warehouse/,,2017-03-30,3156,Other,Unknown,DATA,Other,Other,[],DATA,"[""DATA""]",0.3,False,False,0.0,
InfluxData,Modern Data Historian,https://www.influxdata.com/historian-workloads/,,2017-03-30,3156,Other,Unknown,DATA,Other,Other,[],DATA,"[""DATA""]",0.3,False,False,0.0,
InfluxData,Time Series Data Analysis,https://www.influxdata.com/what-is-time-series-data/,,2017-03-30,3156,Other,Unknown,"TIME,DATA",Other,Other,[],TIME,"[""TIME"", ""DATA""]",0.3,False,False,0.0,
Informatica,Build modern cloud data architecture for AI success,https://www.informatica.com/departments/data-architect.html,"Redwood City, Usa",,,Other,Unknown,"BUILD,CLOUD,DATA,FOR,AI",Data Intelligence,ML/AI infra,"[""ML/AI infra"", ""Platform / Infra""]",BUILD,"[""BUILD"", ""CLOUD"", ""DATA"", ""FOR"", ""AI""]",8.3,True,False,2.0,
Informatica,"Enterprise, Account Executive - 38557",https://informatica.gr8people.com/jobs/38557/enterprise-account-executive?j_idx=6,"Chicago, Illinois, United States",2025-11-17,2,Sales,Unknown,,Data Intelligence,Other,[],,[],6.3,False,False,0.0,
Informatica,"Fast, free, proven data integration",https://www.informatica.com/free-data-integration.html,"Redwood City, Usa",,,Other,Unknown,"FAST,FREE,DATA",Data Intelligence,ETL/Integration,"[""ETL/Integration""]",FAST,"[""FAST"", ""FREE"", ""DATA""]",30.3,False,False,0.0,
Informatica,Free 30-Day Trial: Cloud Data Warehouse,https://www.informatica.com/trials/cloud-data-warehouse.html,"Redwood City, Usa",,,Other,Unknown,"FREE,TRIAL,CLOUD,DATA",Data Intelligence,Platform / Infra,"[""Platform / Infra""]",FREE,"[""FREE"", ""TRIAL"", ""CLOUD"", ""DATA""]",0.3,False,False,0.0,
Informatica,Meet the Intelligent Data Management Cloud ™,https://www.informatica.com/platform.html,"Redwood City, Usa",2025-11-18,1,Other,Manager,"MEET,THE,DATA,CLOUD",Data Intelligence,Platform / Infra,"[""Platform / Infra""]",MEET,"[""MEET"", ""THE"", ""DATA"", ""CLOUD""]",1.8,False,False,0.0,
Informatica,Principal Customer Success Architect - 38790,https://informatica.gr8people.com/jobs/38790/principal-customer-success-architect?j_idx=1,"Austin, Texas, United States",2025-11-18,1,Operations,Principal/Staff,,Data Intelligence,Other,[],,[],8.7,False,False,1.0,
Informatica,Principal Software Engineer - Full Stack - 38704,https://informatica.gr8people.com/jobs/38704/principal-software-engineer-full-stack?j_idx=3,"Redwood City, California, United States",2025-11-18,1,Engineering,Principal/Staff,"FULL,STACK",Data Intelligence,Other,[],FULL,"[""FULL"", ""STACK""]",8.7,False,False,1.0,
Informatica,"Senior Regional Sales Director, Nordics - 38786",https://informatica.gr8people.com/jobs/38786/senior-regional-sales-director-nordics?j_idx=0,"Stockholm, Stockholm County, Sweden",2025-11-19,0,Sales,Director+,SALES,Data Intelligence,Other,[],SALES,"[""SALES""]",3.0,False,False,1.0,
Informatica,Senior Technical Engineer - 38753,https://informatica.gr8people.com/jobs/38753/senior-technical-support-engineer?j_idx=9,"Austin, Texas, United States",2025-11-12,7,Engineering,Senior,,Data Intelligence,Other,[],,[],8.1,False,False,1.0,
Informatica,Software Engineer - Technical - Informatica PowerCenter - 38781,https://informatica.gr8people.com/jobs/38781/software-engineer-technical-support-informatica-powercenter?j_idx=2,"Bengaluru, Karnataka, India",2025-11-18,1,Engineering,Unknown,,Data Intelligence,Other,[],,[],6.3,False,False,0.0,
Informatica,"Software Engineer- Technical (IDMC,CAI,CDI) - 38782",https://informatica.gr8people.com/jobs/38782/software-engineer-technical-support-idmccaicdi?j_idx=5,"Bengaluru, Karnataka, India",2025-11-17,2,Engineering,Unknown,"IDMC,CAI,CDI",Data Intelligence,ML/AI infra,"[""ML/AI infra""]",IDMC,"[""IDMC"", ""CAI"", ""CDI""]",14.3,False,False,0.0,
Informatica,Solution Architect - 38775,https://informatica.gr8people.com/jobs/38775/solution-architect?j_idx=7,"Sydney, New South Wales, Australia",2025-11-13,6,Other,Unknown,,Data Intelligence,Other,[],,[],6.3,False,False,0.0,
Informatica,Technical Architect - 38757,https://informatica.gr8people.com/jobs/38757/technical-support-architect?j_idx=8,"Austin, Texas, United States",2025-11-13,6,Other,Unknown,,Data Intelligence,Other,[],,[],6.3,False,False,0.0,
Informatica,Why an AI data strategy is a board-level priority for CDOs,https://www.informatica.com/departments/office-of-the-cdo.html,"Redwood City, Usa",,,Other,Unknown,"WHY,AN,AI,DATA,IS,FOR,CDOS",Data Intelligence,ML/AI infra,"[""ML/AI infra""]",WHY,"[""WHY"", ""AN"", ""AI"", ""DATA"", ""IS"", ""FOR"", ""CDOS""]",8.3,True,False,2.0,
MariaDB,Account Executive,https://job-boards.eu.greenhouse.io/mariadbplc/jobs/4693583101,Va,,,Sales,Unknown,,Other,Other,[],,[],0.3,False,False,0.0,
MariaDB,Associate Account Executive,https://job-boards.eu.greenhouse.io/mariadbplc/jobs/4676574101,Singapore,,,Sales,Mid,,Other,Other,[],,[],7.2,False,False,0.0,
MariaDB,Associate Account Executive,https://job-boards.eu.greenhouse.io/mariadbplc/jobs/4676573101,Uk,,,Sales,Mid,,Other,Other,[],,[],7.2,False,False,0.0,
MariaDB,Associate Account Executive,https://job-boards.eu.greenhouse.io/mariadbplc/jobs/4676582101,Us,,,Sales,Mid,,Other,Other,[],,[],1.2,False,False,0.0,
MariaDB,Bilingual Associate Account Executive,https://job-boards.eu.greenhouse.io/mariadbplc/jobs/4694571101,Office,,,Sales,Mid,,Other,Other,[],,[],1.2,False,False,0.0,
