Company,Job Title,Job Link,Location,Posting Date,Days Since Posted,Seniority,Description,First_Seen,Last_Seen
Cloudera,Senior Consultant,https://cloudera.wd5.myworkdayjobs.com/en-US/External_Career/job/UAE-Dubai/Senior-Consultant--Business-Value-Management_260959-2,Business Value Management,2026-07-29,2,Senior,"Business Area: Corp. Strategy Seniority Level: Mid-Senior level Job Description: At Cloudera, we empower people to transform complex data into clear and actionable insights. With as much data under management as the hyperscalers, we're the preferred data partner for the top companies in almost every industry.  Powered by the relentless innovation of the open source community, Cloudera advances digital transformation for the world’s largest enterprises. As a Senior Consultant , you will play an indispensable role in driving the rollout, adoption, monitoring, and overall execution of the Business Value Management team’s initiatives. This is the team’s first hire in the Middle East & Africa region and will play a critical role in ensuring the growth of our team. Business Value Management is a high-impact, growing global team within the Strategy organization that operates at the intersection of business value, AI platform architectures, and deal strategy. We partner with account teams and customer executives to translate complex data and AI capabilities into quantified economic outcomes, shaping investment decisions, influencing deal structures, and enabling enterprises to transition toward AI-native operating models. As a Senior Consultant, you will: Middle East & Africa Deal Support (~80%): Serve as principal value architect for strategic deals within a defined sales territory. This will involve (1) direct stakeholder mapping and alignment to a series of senior sales leaders and their supporting account managers, solution engineers, and other members of the extended account team, and (2) ownership of value-focused customer engagements and customer interactions within your territory. Global Value Selling Thought Leadership & Enablement (~20%): Execute on global strategic initiatives, including (1) Value Management-specific thought leadership and (2) cross-functional initiatives with a value bent. These will include but not be limited to: developing value frameworks and value calculation methodologies, building value case studies / realization studies in partnership with customers, developing & launching value-based corporate sales plays, etc. We’re excited about you if you have: 3-5+ years in strategy consulting, value engineering, or equivalent customer-facing roles Significant experience driving customer engagements and/or  working cross-functionally with a large or dynamic organization High ownership mindset, with the ability to operate independently in ambiguous, high-growth environments Strong ability to reason in a structured manner, and deep experience with quantitative analysis Strong ambition and desire to learn more about (1) data and AI technology, and (2) value selling methodologies Hands-on experience using AI tools for greater working efficiency Excellent communication skills, with particular experience explaining complex technical concepts to a lay audience Willingness to travel for customer meetings and team colocation (~25%) You may also have: Hands-on deal / sales experience and/or other eperience working in Sales organization and/or with account executives Experience / knowledge of data and AI software and infrastructure, including key Apache projects (Spark, Trino, Kafka, etc.), modern AI stack, private / hybrid / public cloud data and AI deployments, devops, and beyond Expertise / fluency in one or more of the following verticals: Banking, Insurance, Telco, Life Sciences, High Tech, Manufacturing, Retail / CPG, Public Sector What you can expect from us: Generous PTO Policy Support work life balance with Unplugged Days Flexible WFH Policy Mental & Physical Wellness programs Phone and Internet Reimbursement program Access to Continued Career Development Comprehensive Benefits and Competitive Packages Paid Volunteer Time Employee Resource Groups EEO/VEVRAA #LI-ND3 #LI-Remote",2026-07-30,2026-07-31
Cloudera,Senior Software Engineer,https://cloudera.wd5.myworkdayjobs.com/en-US/External_Career/job/India-Bangalore/Senior-Software-Engineer---Developer-Productivity_260701-1,Developer Productivity,2026-07-29,2,Senior,"Business Area: Engineering Seniority Level: Mid-Senior level Job Description: At Cloudera, we empower people to transform complex data into clear and actionable insights. With as much data under management as the hyperscalers, we're the preferred data partner for the top companies in almost every industry.  Powered by the relentless innovation of the open source community, Cloudera advances digital transformation for the world’s largest enterprises. At Cloudera, we empower people to transform complex data into clear and actionable insights. Powered by the relentless innovation of the open source community, Cloudera advances digital transformation for the world's largest enterprises. If the idea of making data and analytics easy and accessible for everyone excites you, we want you on our team! Cloudera seeks an experienced Senior Software Engineer for the Developer Productivity team to play an integral role in accelerating and improving the Cloudera product development lifecycle. This team builds the next generation of CI/CD pipelines and automation tools to allow Product Development and Quality Engineering teams to focus on delivering superior Data Engineering products. As a Senior Software Engineer, you will (Responsibilities): Design, develop, and maintain advanced CI/CD pipelines and automation tools to streamline development and deployment processes. Create and improve tools for continuous integration, automated testing, and release management , predominantly using Python. Build and maintain robust infrastructure using Kubernetes, BareMetal, AWS, GKE, and Azure . Improve the Software Development Lifecycle with a robust code review process and gatekeeping process/tools . Proficiency in using AI-powered tools (e.g., Cursor, GitHub Copilot, etc.) to enhance productivity, problem-solving, and workflow efficiency. We're excited about you if you have: Experience with automating CI/CD processes . Experience programming in one or more general-purpose programming languages, preferably Python, Java, Go, Shell, JavaScript, Typescript, or React and Vite. Experience with Kubernetes, AWS, GCP, and Azure environments and strong system fundamentals. Experience with infrastructure languages like Terraform, Ansible, or Helm and Java-based build tools like Maven, Gradle, or Ant . You may also have: AI Coding Assistant Proficiency: Experience using and configuring AI-powered development tools like GitHub Copilot, Cursor, or Claude code to accelerate code authoring and refactoring. Engineering Lifecycle Knowledge: Deep understanding of the entire Software Development Life Cycle (SDLC), with a focus on where friction commonly occurs during coding, testing, and deployment. Automation & Scripting: Strong proficiency in scripting languages (e.g., Python, Bash, or Go) to automate repetitive manual tasks and setup procedures. Product Thinking for Internal Tools: Ability to treat internal platforms and tools as products, ensuring they are usable, well-documented, and solve real developer pain points. Collaboration & Advocacy: Excellent communication skills to act as a bridge between engineering teams and stakeholders, advocating for developer needs What you can expect from us: Generous PTO Policy Support work life balance with Unplugged Days Flexible WFH Policy Mental & Physical Wellness programs Phone and Internet Reimbursement program Access to Continued Career Development Comprehensive Benefits and Competitive Packages Paid Volunteer Time Employee Resource Groups EEO/VEVRAA #LI-SV1",2026-07-29,2026-07-31
Cloudera,Senior Solutions Engineer,https://cloudera.wd5.myworkdayjobs.com/en-US/External_Career/job/Switzerland-Remote/Senior-Solutions-Engineer_261032-1,German Speaking,2026-07-29,2,Senior,"Business Area: Sales Engineering Seniority Level: Mid-Senior level Job Description: At Cloudera, we empower people to transform complex data into clear and actionable insights. With as much data under management as the hyperscalers, we're the preferred data partner for the top companies in almost every industry.  Powered by the relentless innovation of the open source community, Cloudera advances digital transformation for the world’s largest enterprises. Cloudera is the only hybrid data and AI platform company that large organizations trust to bring AI to their data anywhere it lives. Unlike other providers, Cloudera delivers a consistent cloud experience that converges public clouds, on-prem data centers, and the edge, leveraging a proven open-source foundation. As the pioneer in big data, Cloudera empowers businesses to apply AI and assert control over 100% of their data, in all forms, improving security, governance, and real-time and predictive insights. The world’s largest brands across all industries rely on Cloudera to transform decision-making and ultimately boost bottom lines, safeguard against threats, and save lives. At Cloudera, our goal is to make everyone feel valued for their contributions to the company’s mission. We are looking for smart people who want to do remarkable things. We strive to build an environment of casual intensity where people enjoy coming to work every single day. We are currently seeking a customer-facing, hands-on technologist with a track record of success to join us in Switzerland. As a Senior Solutions Engineer you will: Own the technical sales process from introductory meetings (net new sales) through post-sales (customer satisfaction, upselling, and subscription renewals) for enterprise data, machine learning, and AI platform solutions. Support the technical needs of customers including discovering new use cases for Cloudera’s technology, with a particular focus on Generative AI, predictive analytics, and enterprise MLOps. Design solutions for your customers’ needs using Cloudera technologies, based on reference architectures and common patterns (e.g., Open Data Lakehouse, Retrieval-Augmented Generation / RAG, and end-to-end ML pipelines). Demonstrate Cloudera products —including data engineering pipelines, model training/deployment workflows, and Generative AI features—in a way that inspires your customers to say “yes” to Cloudera. Partner with your Account Managers to show your customers the true business and technical value of a Cloudera solution and drive successful sales. Present product roadmap and vision —including state-of-the-art AI capabilities, hybrid MLOps, and secure data access—to inspire your customers to think bigger. Interface with other Cloudera teams to ensure your customers hear one Cloudera voice. Advocate for your customers’ needs to Product Management and Engineering. Participate in external publicity and evangelism (conferences, meetups, webinars, blogs) focused on hybrid data platforms, modern data engineering, and enterprise AI. Achieve goals aligned to a team target with annual sales expectations, as well as actively participate in knowledge exchange with peers and the wider community. We’re excited about you if you have: A minimum of 8 years experience in a customer-facing role, ideally in a pre-sales context focused on big data platforms, enterprise software, or advanced analytics platforms. Fluent German language skills. Fluent French language skills are an advantage. A passion for using technology to make a difference to people and organisations. We'll supply some amazing tools to help you with this and you'll provide the connection to use cases (especially around data analytics, AI/ML, and modern automation), which make it real for your customers. The ability to create and give technical presentations and demonstrations that clearly translate complex data and AI concepts into strategic business value. Experience with some of the following technologies: B",2026-07-30,2026-07-31
Cloudera,Solutions Engineer,https://cloudera.wd5.myworkdayjobs.com/en-US/External_Career/job/US-Georgia-Remote/Solutions-Engineer---East-Coast_261056-1,East Coast,2026-07-29,2,Unknown,"Business Area: Sales Engineering Seniority Level: Mid-Senior level Job Description: At Cloudera, we empower people to transform complex data into clear and actionable insights. With as much data under management as the hyperscalers, we're the preferred data partner for the top companies in almost every industry.  Powered by the relentless innovation of the open source community, Cloudera advances digital transformation for the world’s largest enterprises. As the world generates even more volumes of data, from any device or thing, companies are discovering the need to gain immediate insights from their data by studying recurring trends and patterns over time, and staying competitive by implementing predictive actions for their business that will yield positive outcomes. Cloudera’s CDP Platform enables customers to harness those volumes of increasingly valuable data by securely hosting data lakes and efficiently managing data analytics & computing workloads between public clouds and private cloud solutions in data centers. As a Cloudera Solutions Engineer , you will drive the technical pre-sales motion in close partnership with Account Executives to win deals and build lasting customer relationships. Working alongside sales teams, you will partner directly with prospective customers to run deep discovery and unpack their business drivers, pain points, and technical goals. You will leverage your solution design skills to demonstrate how the CDP platform solves their challenges, delivering tailored solution designs, impactful demos, and proof-of-concepts that showcase the measurable value of Cloudera's solutions. As the Solutions Engineer you will: Serve as a trusted technical advisor throughout the pre-sales lifecycle, leading technical discovery, custom solution design, and interactive demos to translate customer pain points into high-value business outcomes. Create and deliver customer-centric solution designs, proposed architectures and business outcomes to all levels – developers, architects, CTO, and CIO Advise customers on use case patterns through discovery and requirements workshops Work with teammates and management to define technical selling strategy Work with cross-functional teams including Sales, Marketing, Product Management, Services, Support, Training, and Engineering to share Cloudera’s Vision with customers Transform customer feedback into actionable product roadmap items Champion and drive adoption of key open-source data ecosystems, including Spark, Iceberg, Open Data Lakehouse architectures, AI, and streaming platforms (NiFi, Kafka, Flink). Participate within the Cloudera community, share evangelism activities (blogs, meetups, industry events), and contribute to internal and external knowledge repositories We’re excited about you if you have: (Minimum Qualifications): 5+ years of professional work experience in a pre-sales customer facing role (Solutions Engineer, Sales Engineer, technical consultant, Solutions Architecture or similar position) acting as a co-seller selling solutions to business leaders and technical champions in the enterprise. Demonstrated experience conducting technical discovery, whiteboarding proposed solutions, running demos, and building technical proof of concepts to drive clear business outcomes. You have experience with public cloud infrastructures (AWS, Azure, GCP, IBM Cloud, etc.)  You have an interest in achieving your public cloud certification. You have experience with the Apache Hadoop ecosystem (HDFS, YARN) and related components (Spark, Hive, Impala, Kudu, Solr, etc.) and can talk to the benefits of a centralized architecture for both data management and data access You have some experience of the formation of Data Lakes, principles of Data Warehousing, SQL and relational database patterns, and application integration You may have experience with Data Flow, Queues and Stream Processing (Nifi, Kafka, Flink, Spark) in enterprise applications You have some basic software devel",2026-07-30,2026-07-31
Cloudera,Sr Sales Account Manager,https://cloudera.wd5.myworkdayjobs.com/en-US/External_Career/job/Italy--Rome/Sr-Sales-Account-Manager_261055,"Italy-Remote, Italy",2026-07-28,3,Manager,"Business Area: Sales Seniority Level: Director Job Description: At Cloudera, we empower people to transform complex data into clear and actionable insights. With as much data under management as the hyperscalers, we're the preferred data partner for the top companies in almost every industry.  Powered by the relentless innovation of the open source community, Cloudera advances digital transformation for the world’s largest enterprises. As part of the Sales team, you will have autonomy to engage with leading Telco & Media customers, Poste Italiane, Gruppo Ferrovie and transportation customers . You will help foster long term, sustainable, and mutually rewarding relationships. This is your opportunity to be part of something intellectually stimulating, fast paced, transform a customer’s business, and earn financial rewards along the way. As a Sr Account Executive you will: Align with the company's strategic objectives, handle and grow revenue and market share at designated Enterprise accounts to improve customer success at all levels in the customer organization. Develop and deliver business plans to address customer and prospect priorities and critical needs. Convey public and acquired intelligence about customer technology footprints, strategic growth plans, technology strategies and competitive landscape and trends Introduce domain product and service experts/specialists while maintaining account oversight. Own account relationships and drive overall customer success for these assigned accounts. Build consensus and develop relationships at multiple levels – executive sponsors, influencers and decision makers. Lead large scale transactions to close large scale deals. Build pipeline, forecast business, lead the internal team, communicate key updates and competitive intelligence. Exceed quarterly and annual new and expansion software subscription, renewals, professional service and training business goals. We’re excited about you if you have: Minimum 8+ years of exceeding enterprise software sales targets Experience working with enterprise customers in telecommunications and or government companies Fast moving start-up and vertical use case driven experience Data management or Data warehousing experience Containers, Kubernetes and public cloud infrastructure technology knowledge and experience Ability to travel domestically and internationally Compensation Details: Base Salary: €100K - €110K Benefits: Private Medical, Vision and Dental Coverage, Term Life Insurance, Accident and Permanent Disability, and Unplug Days. Commission: €100K - €110K The referenced salary range is based on the Company's good faith belief at the time of posting. Actual compensation may vary based on factors such as geographic location, work experience, market conditions, education/training and skill level. The proposed salary package range shall be assigned based on objective and gender-neutral criteria. The Company does not provide benefits directly to contingent workers/contractors and interns other than as required by law. What you can expect from us: Generous PTO Policy Support work life balance with Unplugged Days Flexible WFH Policy Mental & Physical Wellness programs Phone and Internet Reimbursement program Access to Continued Career Development Comprehensive Benefits and Competitive Packages Paid Volunteer Time Employee Resource Groups EEO/VEVRAA #LI-SF1 #LI-Remote",2026-07-29,2026-07-31
Cloudera,Staff Software Engineer,https://cloudera.wd5.myworkdayjobs.com/en-US/External_Career/job/US-California-Remote/Staff-Software-Engineer---Trino_251456,Trino,2026-07-30,1,Principal/Staff,"Business Area: Engineering Seniority Level: Mid-Senior level Job Description: At Cloudera, we empower people to transform complex data into clear and actionable insights. With as much data under management as the hyperscalers, we're the preferred data partner for the top companies in almost every industry.  Powered by the relentless innovation of the open source community, Cloudera advances digital transformation for the world’s largest enterprises. At Cloudera, our Data Services Pillar is the heart of data innovation. We don’t just work with technology; we build it. Our mission is to empower data practitioners by creating seamless, enterprise-grade experiences for data engineering, warehousing, streaming, operational databases, and AI. Cloudera is looking for an exceptional and passionate software engineer to join the Data Warehouse engineering team focused on building query federation capabilities. We are looking for engineers with experience in architecting and developing parallel and distributed SQL query engines to help drive innovation in Cloudera Data Platform (CDP). There is ample scope of collaboration and contribution to open source. This is an exciting opportunity to work on products that handle complex SQL query workloads on public or private clouds as part of CDP. As a Staff Software Engineer, you will: Work on new query federation initiatives as part of the Data Warehouse team. Collaborate with and contribute to the open source community. Have an exciting opportunity to work on products that handle complex SQL query workloads on public or private clouds as part of Cloudera Data Platform (CDP). Design and develop features for parallel and distributed query engines to help drive innovation in CDP. Focus on query optimization, performance and scalability of SQL queries. Lead cross-functional engagements with peer teams including Product Managers and mentor junior engineers on the team. We're excited about you if you have: Bachelor’s degree in Computer Science or equivalent, and 7+ years of experience; OR Master’s degree and 5+ years of experience; OR PhD and 3+ years of experience. Clean coding habits, attention to detail, and focus on quality Hands-on programmer with strong data structures and algorithms skills. Java experience desired. Good understanding of database internals, query processing and SQL query optimization Strong oral and written communication skills Ability to work effectively on cross-functional projects You may also have: Experience with a federation SQL engine such as Trino or PrestoDB is a big plus Experience with implementing GPU based acceleration is a plus Experience with any of Apache Hive, Impala, Calcite open source projects or an RDBMS Experience with the Hadoop ecosystem, file formats like Parquet, ORC and table formats like Apache Iceberg Experience with public cloud infrastructures such as Microsoft Azure, Amazon Web Services and Google Cloud Platform Recognized contributions to open source projects ​ This role is not eligible for immigration sponsorship. Why this role matters: This is your opportunity to build cloud-native solutions that are deployable anywhere whether in massive clusters on any cloud provider or in private data centers. You’ll work with cutting-edge technologies like Trino, Spark, Airflow, and advanced AI inferencing systems to shape the future of analytics. Your code will directly influence how data engineers, analysts, and developers worldwide find value in their data. We believe in the power of open source. You’ll collaborate with project committers, contributing upstream to keep technologies like Apache Hive and Impala evolving. You’ll harden these engines for rock-solid security, optimize them for peak performance, and make them effortlessly run across all environments.  Join us and help build the trusted, cloud-native platform that powers insights for the most data-intensive companies on the planet. The expected base salary range for this role in Washington and",2026-07-31,2026-07-31
Cloudera,Staff System Engineer – Taikun APIs,https://cloudera.wd5.myworkdayjobs.com/en-US/External_Career/job/Brazil-Remote/Staff-System-Engineer---Taikun-APIs--C----Go-_261145-1,C# & Go,2026-07-29,2,Principal/Staff,"Business Area: Engineering Seniority Level: Mid-Senior level Job Description: At Cloudera, we empower people to transform complex data into clear and actionable insights. With as much data under management as the hyperscalers, we're the preferred data partner for the top companies in almost every industry.  Powered by the relentless innovation of the open source community, Cloudera advances digital transformation for the world’s largest enterprises. About the Role We are building a hybrid cloud platform for enterprise customers based on Kubernetes and cutting-edge CNCF technologies, tackling challenges like air-gapped deployments and FedRAMP compliance. We are building a platform to run significant AI and big data workloads, scaling up to thousands of nodes. The product is based on the Taikun product pillar and the majority of the team is based in the Czech republic, including full-remote co-workers. We are using mainly Claude and also other AI models are available through our LLM gateway. Tech Stack: - Kubernetes, GCP/AWS/Azure, OpenStack - Golang, C# - GitHub, FluxCD, Harness, OpenTofu/Terraform, Crossplane - Prometheus, Loki, Grafana - OpenBao, Kyverno - External-dns, cert-manager, trust-manager - Cilium, Istio-ambient, Traefik - Velero - Keda As a Staff Systems Engineer you will… Improve scaling solution which can cover cases of thousands of clusters and applications Ensure our platform is compliant with security standards e.g. role-based identity (SPIRE/SPIFFE) and certifications like e.g. FedRamp Participate on the new architecture design from scratch on standardization of observability for the whole company (greenfield project) Ensure our platform can provide seamless upgrade for the heavy stateful workload running on top of it Implementing new features to our APIs, K8s operators and tooling We are excited if you have… Proficiency with Kubernetes and cloud-native technologies 6+ years of Development experience of platform tools and systems (Golang or other languages) Good collaboration and communication skills. Bsc/MSc in related field or equivalent experience What you can expect from us: Generous PTO Policy Support work life balance with Unplugged Days Flexible WFH Policy Mental & Physical Wellness programs Phone and Internet Reimbursement program Access to Continued Career Development Comprehensive Benefits and Competitive Packages Paid Volunteer Time Employee Resource Groups EEO/VEVRAA #LI-EO1 #LI-HYBRID",2026-07-30,2026-07-31
Cloudera,Strategic Account Manager,https://cloudera.wd5.myworkdayjobs.com/en-US/External_Career/job/US-Illinois-Remote/Strategic-Account-Manager_260711,Auto/Manufacturing,2026-07-28,3,Manager,"Business Area: Sales Seniority Level: Mid-Senior level Job Description: At Cloudera, we empower people to transform complex data into clear and actionable insights. With as much data under management as the hyperscalers, we're the preferred data partner for the top companies in almost every industry.  Powered by the relentless innovation of the open source community, Cloudera advances digital transformation for the world’s largest enterprises. Cloudera Sales empowers the world's largest enterprises across every industry to use data to solve some of the most complex challenges that impact businesses, communities and lives . We have a platform that delivers incredible Data and Analytics technology across On- Prem, Public Cloud, and in a Hybrid model. We’re at an exciting point in our transformation as we successfully execute on our strategy. As part of the Sales team, you will have autonomy to engage with leading enterprise customers, prospects and partners. You will help foster long term, sustainable, and mutually rewarding relationships. This is your opportunity to be part of something intellectually stimulating, fast paced, transform a customer’s business, and earn financial rewards along the way. As Strategic Account Executive you will: Align with the company's strategic objectives, handle and grow revenue and market share at designated Enterprise accounts to improve customer success at all levels in the customer organization. Develop and deliver business plans to address customer and prospect priorities and critical needs. Convey public and acquired intelligence about customer technology footprints, strategic growth plans, technology strategies and competitive landscape and trends Introduce domain product and service experts/specialists while maintaining account oversight. Own account relationships and drive overall customer success for these assigned accounts. Build consensus and develop relationships at multiple levels – executive sponsors, influencers and decision makers. Lead large scale transactions to close large scale deals. Build pipeline, forecast business, lead the internal team, communicate key updates and competitive intelligence. Exceed quarterly and annual new and expansion software subscription, renewals, professional service and training business goals. We’re excited about you if you have: Minimum 8+ years of exceeding enterprise software sales targets Fast moving start-up and vertical use case driven experience Data management or Data warehousing experience Containers, Kubernetes and public cloud infrastructure technology knowledge and experience Four year degree (Bachelor's) from accredited university required Ability to travel domestically and internationally This role is not eligible for immigration sponsorship What you can expect from us: Generous PTO Policy Support work life balance with Unplugged Days Flexible WFH Policy Mental & Physical Wellness programs Phone and Internet Reimbursement program Access to Continued Career Development Comprehensive Benefits and Competitive Packages Paid Volunteer Time Employee Resource Groups EEO/VEVRAA #LI-KB1 #LI-Remote",2026-07-29,2026-07-31
Collibra,DevOps Software Engineer,https://www.collibra.com/us/en/company/careers/job-listing/?gh_jid=7059344,"Prague, Czech Republic",2026-07-15,16,Unknown,"<h3><strong>Joining Collibra's Software Engineering team&nbsp;</strong></h3>
<p>Are you interested in ushering a new era of data participation? Collibra is shaping the way companies manage data by helping customers connect the right data, insights, and algorithms for all Data Citizens. When everyone across the organization is enabled with data, true transformation can take place. We are building a team of exceptional people to help us deliver on that promise. If you are interested in a career at the leading edge of technology, we look forward to hearing from you.</p>
<p>We're looking for a DevOps Software Engineer to join us on the development of our Edge Platform. This team is responsible for providing a framework that allows Engineers to easily integrate, deploy, upgrade, and manage Edge applications within the Collibra platform ecosystem for our customers. You'll focus on the infrastructure, tooling, and automation that make this platform reliable and easy to operate at scale. We are an engineering-driven company where your talent and skills are truly appreciated and maximized.</p>
<p>This is a hybrid role based in our Prague office. Our hybrid model means you'll work from the office at least two days each week. This setup helps us stay connected, work more closely together, and keep making progress as a team.</p>
<h3><strong>DevOps Software Engineers at Collibra are responsible for</strong></h3>
<ul>
<li>Designing, building, and maintaining customer-facing deployment, upgrade, and lifecycle management workflows for the Edge Platform across a wide range of Kubernetes environments.</li>
<li>Operating and improving Kubernetes-based environments across on-premises and cloud infrastructure, spanning a variety of distributions and customer configurations, with a focus on reliability, scalability, and observability.</li>
<li>Developing and maintaining platform tooling that enables customers and internal teams to deploy, monitor, and troubleshoot Edge applications efficiently.</li>
<li>Collaborating with Product Managers, Architects, and other engineering teams to ensure infrastructure and operational needs are integrated into the product roadmap.</li>
<li>Participating in incident response, post-incident reviews, and driving improvements to system reliability and operational processes.</li>
</ul>
<h3><strong>You have</strong></h3>
<ul>
<li>2+ years of experience in a DevOps, SRE, or infrastructure-focused software engineering role.</li>
<li>Industry experience and knowledge of:</li>
<ul>
<li>Docker, Kubernetes (including familiarity with diverse distributions such as EKS, AKS, GKE, OpenShift, or k3s), and Helm.</li>
<li>Cloud infrastructure fundamentals across one or more major providers (AWS, GCP, Azure).</li>
<li>CI/CD systems (e.g., Jenkins, GitHub Actions, GitLab CI).</li>
</ul>
<li>Knowledge of Java and/or Go.</li>
<li>Experience with infrastructure-as-code concepts and tooling.</li>
<li>A solid understanding of cloud-native and on-premises application deployment, networking, and observability (logging, metrics, tracing).</li>
<li>Hands-on experience using AI tools to drive outcomes.</li>
<li>A bachelor's degree or equivalent related working experience is required.</li>
<li>You must have work authorization to work in Prague, CZ.</li>
</ul>
<h3><strong>You are</strong></h3>
<ul>
<li>Excited to do your best work with a diverse and distributed team.</li>
<li>Passionate about automation, reliability, and reducing operational toil.</li>
<li>Comfortable building and operating systems on Kubernetes across diverse environments, from managed cloud services to on-premises clusters.</li>
<li>A proactive and clear communicator, skilled at articulating technical concepts to both engineering and business partners.</li>
<li>An advocate for continuous learning and improvement for yourself and the technology you build.</li>
</ul>
<h3><strong>Measures of success</strong></h3>
<ul>
<li><strong>Within your first month</strong>, you will familia",2026-04-01,2026-07-31
Couchbase,Deployed Customer Engineer,https://job-boards.greenhouse.io/couchbaseinc/jobs/4680538006,United States,,,Unknown,"The anticipated starting base pay range for this role is listed below. Base salary is not the only component of our competitive total rewards package - you may also be eligible for bonus, commissions, and other benefits as described below. Actual compensation is influenced by a wide array of factors including but not limited to skill set, level of experience, licenses and certifications, and specific work location.",2026-05-15,2026-07-31
Couchbase,Deployed Customer Engineer,https://job-boards.greenhouse.io/couchbaseinc/jobs/4681675006,Singapore,,,Unknown,"Deployed Customer Engineer Singapore Apply Couchbase, the operational data platform for AI, empowers businesses to succeed by bringing data to life in new ways. Major market-leading companies rely on Couchbase for mission critical operational, analytical, mobile and AI workloads. Built to replace legacy infrastructure and fragmented data services, Couchbase empowers enterprises with a unified platform architected for performance, flexibility and global scale. With Couchbase, organizations bring their data to life, launching game‑changing customer experiences, exploring the limitless potential of AI, and seamlessly extending applications from the cloud to the edge and beyond. Couchbase’s AI‑ready technology and enterprise partnership model eliminate complexity and reduce total cost of ownership, enabling teams to stay agile, innovative and secure. Couchbase believes data should never slow you down, but act as the foundation for your next breakthrough. Discover why Couchbase is trusted to help the world’s biggest players scale, move fast and stay resilient, no matter what’s next on their roadmap. Visit couchbase.com and follow us on LinkedIn and X. Want to be part of our story? Apply today! Location: Remote Singapore (Global travel as required) Reports to: Tech Health Lead As a Deployed Customer Engineer (DCE) , you are the technical bridge between Couchbase’s engineering excellence and our customers’ most ambitious business goals. You are an embedded technical partner who writes production-grade code, builds high-performance database architectures, and ensures our platform powers the heart of mission-critical, AI-driven applications. You will deliver strategic solutioning and work within customer engineering teams to deliver business outcomes through technical implementations. Unlike traditional engineers or solutions architects, the DCE operates at the intersection of: Software Engineering Systems Architecture Customer Success Product Feedback The DCE is responsible for accelerating customer outcomes by: Building real-world implementations and pilot solutions Solving complex technical challenges Translating customer needs into scalable solutions Acting as a bridge between customers and internal product/engineering teams Key Responsibilities 1. Technical Implementation & Development Hands-on Coding: Write clean, scalable code to build integrations, APIs, and data models that connect Couchbase with customer ecosystems. Product Configuration: Expertly configure Couchbase Server, Capella (DBaaS), and Mobile products to optimize for latency, throughput, and reliability. Architecture Design: Design and implement advanced data architectures, including Vector Search and RAG (Retrieval-Augmented Generation) patterns for modern AI applications. 2. Customer Integration & Success Embedded Partnership: Integrate directly with customer development teams, participating in sprints and code reviews to ensure best practices are understood, implemented, and governed. Problem Solving: Act as the ""boots on the ground"" to troubleshoot complex distributed systems issues, performance bottlenecks, and deployment hurdles. Value Realization: Translate business requirements into technical milestones, ensuring the customer achieves a rapid Time-to-Value . 3. Cross-Functional Collaboration Product Feedback Loop: Act as a conduit between the field and our core Product/Engineering teams, advocating for features and fixes based on real-world usage. Sales Alignment: Partner with Solution Engineers to identify expansion opportunities by demonstrating the ""art of the possible"" within existing accounts. Skills & Abilities Polyglot Developer: Strong proficiency in at least two major languages (e.g., Java, Python, Go, Node.js, or C#). Database Native: Deep understanding of NoSQL concepts, distributed systems, and SQL-based query languages (N1QL). Consultative Mindset: Ability to explain complex technical trade-offs to both developers and executive stakeholders. Ope",2026-05-21,2026-07-31
